  -4.37113883E-08  0.999509692    
  -8.74227766E-08   1.99803877    
  -1.31134158E-07   2.99558735    
  -1.74845553E-07   3.99215531    
  -2.18556934E-07   4.98774195    
  -2.62268316E-07   5.98234940    
  -3.05979711E-07   6.97597551    
  -3.49691106E-07   7.96862078    
  -3.93402473E-07   8.96028614    
  -4.37113869E-07   9.95096874    
  -4.80825292E-07   10.9406738    
  -5.24536631E-07   11.9293966    
  -5.68248026E-07   12.9171391    
  -6.11959422E-07   13.9039011    
  -6.55670817E-07   14.8896818    
  -6.99382213E-07   15.8744831    
  -7.43093608E-07   16.8583031    
  -7.86804947E-07   17.8411427    
  -8.30516399E-07   18.8230019    
  -8.74227737E-07   19.8038788    
  -9.17939133E-07   20.7837772    
  -9.61650585E-07   21.7626953    
  -1.00536192E-06   22.7406292    
  -1.04907326E-06   23.7175865    
  -1.09278471E-06   24.6935616    
  -1.13649605E-06   25.6685581    
  -1.18020739E-06   26.6425686    
  -1.22391884E-06   27.6156044    
  -1.26763018E-06   28.5876579    
  -1.31134163E-06   29.5587273    
  -1.35505309E-06   30.5288219    
  -1.39876443E-06   31.4979324    
  -1.44247576E-06   32.4660645    
  -1.48618722E-06   33.4332123    
  -1.52989855E-06   34.3993835    
  -1.57360989E-06   35.3645706    
  -1.61732135E-06   36.3287811    
  -1.66103280E-06   37.2920074    
  -1.70474414E-06   38.2542534    
  -1.74845547E-06   39.2155151    
  -1.79216693E-06   40.1758041    
  -1.83587827E-06   41.1351089    
  -1.87958960E-06   42.0934334    
  -1.92330117E-06   43.0507774    
  -1.96701239E-06   44.0071411    
  -2.01072385E-06   44.9625206    
  -2.05443530E-06   45.9169273    
  -2.09814652E-06   46.8703499    
  -2.14185798E-06   47.8227844    
  -2.18556943E-06   48.7742500    
  -2.22928088E-06   49.7247314    
  -2.27299211E-06   50.6742287    
  -2.31670356E-06   51.6227417    
  -2.36041478E-06   52.5702820    
  -2.40412646E-06   53.5168419    
  -2.44783769E-06   54.4624176    
  -2.49154914E-06   55.4070168    
  -2.53526036E-06   56.3506317    
  -2.57897182E-06   57.2932625    
  -2.62268327E-06   58.2349167    
  -2.66639472E-06   59.1755943    
  -2.71010617E-06   60.1152878    
  -2.75381740E-06   61.0540009    
  -2.79752885E-06   61.9917297    
  -2.84124008E-06   62.9284821    
  -2.88495153E-06   63.8642540    
  -2.92866275E-06   64.7990341    
  -2.97237443E-06   65.7328491    
  -3.01608588E-06   66.6656799    
  -3.05979711E-06   67.5975266    
  -3.10350856E-06   68.5283966    
  -3.14721979E-06   69.4582825    
  -3.19093124E-06   70.3871841    
  -3.23464269E-06   71.3151169    
  -3.27835414E-06   72.2420654    
  -3.32206560E-06   73.1680298    
  -3.36577682E-06   74.0930099    
  -3.40948827E-06   75.0170135    
  -3.45319950E-06   75.9400406    
  -3.49691095E-06   76.8620758    
  -3.54062240E-06   77.7831421    
  -3.58433385E-06   78.7032242    
  -3.62804508E-06   79.6223221    
  -3.67175653E-06   80.5404434    
  -3.71546798E-06   81.4575806    
  -3.75917921E-06   82.3737335    
  -3.80289089E-06   83.2889175    
  -3.84660234E-06   84.2031174    
  -3.89031356E-06   85.1163330    
  -3.93402479E-06   86.0285721    
  -3.97773601E-06   86.9398270    
  -4.02144769E-06   87.8500900    
  -4.06515937E-06   88.7593918    
  -4.10887060E-06   89.6677094    
  -4.15258182E-06   90.5750427    
  -4.19629305E-06   91.4813995    
  -4.24000473E-06   92.3867645    
  -4.28371595E-06   93.2911530    
  -4.32742718E-06   94.1945648    
  -4.37113886E-06   95.0970001    
  -4.41485008E-06   95.9984512    
  -4.45856176E-06   96.8989182    
  -4.50227299E-06   97.7984085    
  -4.54598421E-06   98.6969147    
  -4.58969544E-06   99.5944366    
  -4.63340712E-06   100.490982    
  -4.67711834E-06   101.386551    
  -4.72082957E-06   102.281136    
  -4.76454170E-06   103.174744    
  -4.80825292E-06   104.067368    
  -4.85196415E-06   104.959015    
  -4.89567537E-06   105.849678    
  -4.93938705E-06   106.739357    
  -4.98309828E-06   107.628059    
  -5.02680950E-06   108.515785    
  -5.07052073E-06   109.402527    
  -5.11423241E-06   110.288277    
  -5.15794363E-06   111.173058    
  -5.20165486E-06   112.056854    
  -5.24536654E-06   112.939674    
  -5.28907776E-06   113.821510    
  -5.33278944E-06   114.702377    
  -5.37650067E-06   115.582253    
  -5.42021235E-06   116.461151    
  -5.46392357E-06   117.339066    
  -5.50763480E-06   118.215996    
  -5.55134648E-06   119.091949    
  -5.59505770E-06   119.966927    
  -5.63876893E-06   120.840919    
  -5.68248015E-06   121.713928    
  -5.72619183E-06   122.585960    
  -5.76990305E-06   123.457016    
  -5.81361428E-06   124.327087    
  -5.85732550E-06   125.196159    
  -5.90103764E-06   126.064285    
  -5.94474886E-06   126.931412    
  -5.98846009E-06   127.797562    
  -6.03217177E-06   128.662720    
  -6.07588299E-06   129.526917    
  -6.11959422E-06   130.390121    
  -6.16330544E-06   131.252350    
  -6.20701712E-06   132.113586    
  -6.25072835E-06   132.973862    
  -6.29443957E-06   133.833145    
  -6.33815125E-06   134.691437    
  -6.38186248E-06   135.548752    
  -6.42557370E-06   136.405090    
  -6.46928538E-06   137.260468    
  -6.51299706E-06   138.114853    
  -6.55670829E-06   138.968246    
  -6.60041951E-06   139.820663    
  -6.64413119E-06   140.672104    
  -6.68784241E-06   141.522568    
  -6.73155364E-06   142.372040    
  -6.77526486E-06   143.220551    
  -6.81897654E-06   144.068054    
  -6.86268777E-06   144.914597    
  -6.90639899E-06   145.760147    
  -6.95011022E-06   146.604706    
  -6.99382190E-06   147.448303    
  -7.03753358E-06   148.290939    
  -7.08124480E-06   149.132568    
  -7.12495648E-06   149.973221    
  -7.16866771E-06   150.812897    
  -7.21237893E-06   151.651581    
  -7.25609016E-06   152.489288    
  -7.29980184E-06   153.326019    
  -7.34351306E-06   154.161774    
  -7.38722429E-06   154.996536    
  -7.43093597E-06   155.830338    
  -7.47464719E-06   156.663116    
  -7.51835842E-06   157.494949    
  -7.56207010E-06   158.325806    
  -7.60578178E-06   159.155670    
  -7.64949255E-06   159.984558    
  -7.69320468E-06   160.812469    
  -7.73691590E-06   161.639389    
  -7.78062713E-06   162.465332    
  -7.82433835E-06   163.290298    
  -7.86804958E-06   164.114288    
  -7.91176080E-06   164.937286    
  -7.95547203E-06   165.759308    
  -7.99918416E-06   166.580353    
  -8.04289539E-06   167.400391    
  -8.08660661E-06   168.219467    
  -8.13031875E-06   169.037582    
  -8.17402997E-06   169.854706    
  -8.21774120E-06   170.670837    
  -8.26145242E-06   171.485992    
  -8.30516365E-06   172.300171    
  -8.34887487E-06   173.113373    
  -8.39258610E-06   173.925583    
  -8.43629732E-06   174.736816    
  -8.48000946E-06   175.547073    
  -8.52372068E-06   176.356339    
  -8.56743191E-06   177.164627    
  -8.61114313E-06   177.971939    
  -8.65485435E-06   178.778259    
  -8.69856649E-06   179.583633    
  -8.74227771E-06   180.388000    
  -8.78598894E-06   181.191391    
  -8.82970016E-06   181.993805    
  -8.87341139E-06   182.795227    
  -8.91712352E-06   183.595673    
  -8.96083475E-06   184.395142    
  -9.00454597E-06   185.193634    
  -9.04825720E-06   185.991135    
  -9.09196842E-06   186.787659    
  -9.13567965E-06   187.583191    
  -9.17939087E-06   188.377762    
  -9.22310210E-06   189.171341    
  -9.26681423E-06   189.963943    
  -9.31052546E-06   190.755569    
  -9.35423668E-06   191.546204    
  -9.39794791E-06   192.335876    
  -9.44165913E-06   193.124557    
  -9.48537036E-06   193.912247    
  -9.52908340E-06   194.698975    
  -9.57279462E-06   195.484726    
  -9.61650585E-06   196.269485    
  -9.66021707E-06   197.053253    
  -9.70392830E-06   197.836060    
  -9.74763952E-06   198.617874    
  -9.79135075E-06   199.398712    
  -9.83506288E-06   200.178558    
  -9.87877411E-06   200.957443    
  -9.92248533E-06   201.735336    
  -9.96619656E-06   202.512238    
  -1.00099078E-05   203.288177    
  -1.00536190E-05   204.063126    
  -1.00973302E-05   204.837097    
  -1.01410415E-05   205.610092    
  -1.01847536E-05   206.382111    
  -1.02284648E-05   207.153122    
  -1.02721760E-05   207.923172    
